,date,Johor,Kedah,Kelantan,Melaka,Negeri Sembilan,Pahang,Perak,Perlis,Pulau Pinang,Sabah,Sarawak,Selangor,Terengganu,W.P. Kuala Lumpur,W.P. Labuan,W.P. Putrajaya
440,2021-03-16,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0
441,2021-03-17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
442,2021-03-18,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
443,2021-03-19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
444,2021-03-20,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0
445,2021-03-21,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
446,2021-03-22,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0
447,2021-03-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,2021-03-24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
449,2021-03-25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
450,2021-03-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
451,2021-03-27,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
452,2021-03-28,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0
453,2021-03-29,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0
454,2021-03-30,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
455,2021-03-31,1,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0
456,2021-04-01,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0
457,2021-04-02,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0
458,2021-04-03,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
459,2021-04-04,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
460,2021-04-05,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1
461,2021-04-06,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0
462,2021-04-07,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
463,2021-04-08,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
464,2021-04-09,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0
465,2021-04-10,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0
466,2021-04-11,1,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0
467,2021-04-12,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
468,2021-04-13,0,0,0,0,0,0,0,0,0,4,4,3,1,0,0,0
469,2021-04-14,0,0,0,0,0,0,0,0,0,1,5,1,0,1,0,0
470,2021-04-15,1,0,0,0,0,0,0,0,0,1,2,3,0,3,0,0
471,2021-04-16,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
472,2021-04-17,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0
473,2021-04-18,0,0,2,0,0,0,0,0,1,1,1,2,0,1,0,0
474,2021-04-19,0,0,0,0,0,0,0,0,0,2,3,2,0,1,0,0
475,2021-04-20,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
476,2021-04-21,0,0,0,0,0,0,0,0,0,6,4,0,0,1,0,0
477,2021-04-22,0,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0
478,2021-04-23,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0
479,2021-04-24,0,0,0,0,0,0,0,0,0,2,5,3,0,1,0,0
480,2021-04-25,0,0,0,0,0,0,0,0,1,2,3,1,0,3,0,0
481,2021-04-26,1,0,1,0,0,0,0,0,0,2,6,3,0,0,0,0
482,2021-04-27,2,0,2,0,2,0,0,0,1,0,3,2,0,1,0,0
483,2021-04-28,1,0,2,0,1,1,1,0,1,1,6,1,0,0,0,0
484,2021-04-29,1,0,4,0,0,0,0,0,0,1,2,3,0,4,0,0
485,2021-04-30,2,0,0,0,1,0,0,0,0,0,5,6,0,0,0,0
486,2021-05-01,0,0,1,0,1,0,0,0,2,1,2,5,1,2,0,0
487,2021-05-02,2,0,3,0,2,0,1,0,0,0,2,1,0,1,0,0
488,2021-05-03,1,1,2,0,1,0,0,0,0,1,2,7,0,3,0,0
489,2021-05-04,2,1,6,1,0,0,1,0,0,2,4,6,0,0,0,0
490,2021-05-05,2,0,1,0,1,0,2,0,0,0,2,9,0,0,0,0
491,2021-05-06,3,1,2,0,1,1,0,0,0,0,5,3,1,2,0,0
492,2021-05-07,2,1,3,0,0,0,2,1,0,1,6,3,0,3,0,0
493,2021-05-08,4,2,2,0,0,0,1,0,1,1,5,4,0,5,0,0
494,2021-05-09,4,0,3,0,0,3,0,0,2,0,1,7,0,6,0,0
495,2021-05-10,0,1,1,3,0,0,0,0,3,1,2,4,0,2,0,0
496,2021-05-11,3,1,5,0,0,1,2,0,0,1,1,6,0,2,0,0
497,2021-05-12,10,2,2,1,1,2,1,0,0,3,2,5,1,8,0,1
498,2021-05-13,5,0,3,0,0,1,1,0,2,2,2,8,0,2,1,0
499,2021-05-14,6,3,4,2,0,0,1,0,0,2,1,8,1,6,0,0
500,2021-05-15,3,3,5,0,1,0,0,0,0,0,4,26,0,2,0,0
501,2021-05-16,0,5,0,0,2,1,3,0,6,0,5,8,2,4,0,0
502,2021-05-17,3,3,4,2,2,1,3,0,1,1,1,20,0,4,0,0
503,2021-05-18,4,1,4,0,1,2,3,0,5,0,5,18,0,4,0,0
504,2021-05-19,6,2,4,1,1,0,0,0,2,2,7,19,0,2,0,0
505,2021-05-20,14,3,6,4,4,0,3,0,1,1,2,10,3,8,0,0
506,2021-05-21,5,4,1,2,2,1,2,0,1,0,8,21,0,3,0,0
507,2021-05-22,5,4,1,1,1,2,3,0,0,0,2,21,0,10,0,0
508,2021-05-23,8,4,1,6,2,0,0,1,6,2,3,14,0,2,0,0
509,2021-05-24,11,4,0,6,3,3,1,0,6,0,3,16,2,5,1,0
510,2021-05-25,10,6,3,2,2,1,3,0,3,3,6,15,1,5,0,0
511,2021-05-26,8,8,0,3,2,1,5,0,0,1,2,24,0,9,0,0
512,2021-05-27,7,2,5,1,5,0,1,0,3,1,9,18,1,6,0,0
513,2021-05-28,4,5,2,3,8,0,3,0,2,1,4,19,2,6,2,0
514,2021-05-29,14,8,2,2,8,3,1,0,5,4,5,27,4,14,1,0
515,2021-05-30,12,13,0,4,15,1,1,0,5,2,3,15,4,3,1,0
516,2021-05-31,12,6,5,3,5,4,0,0,3,2,8,15,0,1,3,0
517,2021-06-01,8,3,5,4,2,1,2,0,1,1,7,28,2,6,1,0
518,2021-06-02,11,10,12,5,14,3,2,0,1,2,4,29,5,18,8,2
519,2021-06-03,14,4,8,2,6,2,1,0,4,7,8,27,6,14,0,0
520,2021-06-04,14,4,2,3,13,3,3,1,3,3,5,20,2,7,3,0
521,2021-06-05,22,5,6,5,9,2,4,0,2,2,2,33,1,12,3,1
522,2021-06-06,12,6,3,2,9,3,0,0,4,0,4,35,3,4,2,0
523,2021-06-07,17,5,4,1,11,0,4,0,1,1,4,23,1,8,2,0
524,2021-06-08,13,4,4,4,9,2,2,0,0,1,1,18,3,8,7,0
525,2021-06-09,18,5,7,3,3,0,2,0,1,3,3,23,1,5,1,0
526,2021-06-10,11,4,2,1,8,3,1,0,4,1,0,29,1,4,4,0
527,2021-06-11,7,1,1,2,9,6,1,1,1,6,12,19,3,7,8,0
528,2021-06-12,8,2,3,5,9,1,1,0,1,5,4,27,0,9,1,0
529,2021-06-13,7,6,2,1,5,5,1,0,1,2,4,15,1,10,4,0
530,2021-06-14,9,0,2,1,7,0,1,0,2,1,6,18,1,8,4,0
531,2021-06-15,10,3,3,1,8,3,1,0,1,3,2,50,1,11,4,0
532,2021-06-16,3,6,1,3,6,2,0,0,0,3,6,33,0,6,4,0
533,2021-06-17,9,2,1,2,10,0,1,0,1,4,2,20,1,3,4,0
534,2021-06-18,7,1,0,3,9,2,1,0,0,6,7,28,1,4,5,0
535,2021-06-19,5,1,2,1,7,6,1,0,2,1,5,23,0,15,3,0
536,2021-06-20,12,1,0,0,11,1,2,0,1,2,2,20,0,4,4,0
537,2021-06-21,7,3,4,1,9,0,0,0,0,2,2,24,2,11,4,0
538,2021-06-22,8,0,0,4,12,1,0,1,0,3,7,32,1,5,3,0
539,2021-06-23,8,1,6,1,7,0,2,1,0,7,3,37,0,7,3,0
540,2021-06-24,7,6,8,2,10,2,2,0,0,1,0,32,1,10,3,0
541,2021-06-25,8,3,2,1,5,3,1,0,2,1,4,31,0,18,3,0
542,2021-06-26,12,1,0,3,9,3,0,0,1,0,5,30,1,14,2,0
543,2021-06-27,5,1,6,2,4,2,0,0,0,0,3,21,0,15,1,0
544,2021-06-28,6,2,2,5,13,2,3,0,1,0,2,15,0,3,3,0
545,2021-06-29,6,7,4,7,16,2,0,0,0,4,2,43,1,11,4,0
546,2021-06-30,4,2,2,7,9,3,2,0,0,3,1,22,0,5,2,0
547,2021-07-01,6,0,0,4,6,2,0,0,0,5,4,46,1,6,3,1
548,2021-07-02,4,1,2,1,13,4,0,0,2,5,4,29,0,5,3,0
549,2021-07-03,6,5,0,4,11,5,1,0,0,1,1,51,0,21,1,0
550,2021-07-04,3,3,0,1,15,2,0,0,2,0,1,24,1,11,0,0
551,2021-07-05,7,4,3,8,10,4,0,0,0,0,0,30,0,10,1,0
552,2021-07-06,9,2,6,3,12,4,1,0,1,1,2,43,0,18,1,0
553,2021-07-07,4,1,1,4,16,1,2,0,0,0,3,47,1,10,1,0
554,2021-07-08,9,0,4,8,8,3,3,0,2,3,4,63,1,24,1,2
555,2021-07-09,5,1,0,9,5,4,2,0,0,0,3,28,2,17,1,0
556,2021-07-10,8,5,1,4,5,6,0,0,2,0,0,50,0,5,1,0
557,2021-07-11,6,1,2,7,12,3,1,0,1,0,1,34,0,21,1,0
558,2021-07-12,6,3,1,4,14,7,1,0,2,2,1,46,0,16,0,0
559,2021-07-13,6,7,1,10,13,3,2,0,2,2,2,57,0,20,0,0
560,2021-07-14,14,5,2,1,16,2,2,0,1,4,4,46,1,18,2,0
561,2021-07-15,7,4,3,3,11,5,1,0,1,2,4,45,0,23,1,0
562,2021-07-16,7,4,2,7,4,0,3,0,5,3,0,53,2,24,1,0
563,2021-07-17,16,7,0,11,20,12,4,0,3,1,0,46,2,16,0,0
564,2021-07-18,10,8,1,5,14,6,1,0,2,2,1,82,1,17,1,2
565,2021-07-19,9,14,1,10,10,0,2,0,2,2,3,61,3,11,1,0
566,2021-07-20,16,8,0,9,5,7,5,0,5,2,2,31,1,2,0,0
567,2021-07-21,6,12,2,16,7,6,2,0,2,1,1,84,3,57,0,0
568,2021-07-22,15,4,0,7,18,5,7,0,2,1,0,39,2,32,2,0
569,2021-07-23,15,6,0,13,10,8,2,0,2,1,3,65,1,17,1,0
570,2021-07-24,10,17,0,7,15,16,0,0,6,8,2,87,3,13,0,0
571,2021-07-25,23,4,0,5,11,3,1,0,0,2,2,27,1,12,1,0
572,2021-07-26,24,19,0,18,14,7,5,0,3,6,0,58,2,51,0,0
573,2021-07-27,21,15,5,17,7,2,0,0,1,3,2,96,3,34,1,0
574,2021-07-28,17,10,5,7,22,3,11,0,5,9,0,40,0,14,0,0
575,2021-07-29,17,17,2,10,8,1,3,0,9,8,0,71,8,20,0,0
576,2021-07-30,15,12,2,17,15,4,12,0,1,6,0,35,5,10,0,0
577,2021-07-31,30,18,1,4,23,2,3,1,7,9,3,52,3,9,0,0
578,2021-08-01,14,10,4,10,14,8,4,0,6,7,0,55,3,25,0,0
579,2021-08-02,24,6,4,9,7,8,6,1,0,3,0,105,4,41,1,0
580,2021-08-03,24,13,3,8,8,8,4,1,15,12,2,88,7,1,1,0
581,2021-08-04,25,8,3,24,9,1,9,0,3,6,0,91,4,74,0,0
582,2021-08-05,27,18,1,9,7,2,10,0,9,9,2,45,1,24,0,0
583,2021-08-06,32,22,0,4,14,6,3,0,2,5,0,51,4,17,0,0
584,2021-08-07,28,17,5,8,5,1,6,1,4,13,1,88,0,33,0,0
585,2021-08-08,14,7,1,20,5,6,17,0,15,5,0,223,5,40,0,2
586,2021-08-09,24,20,4,8,14,16,2,1,12,11,1,77,5,17,0,0
587,2021-08-10,20,3,0,8,5,0,14,0,10,12,3,87,2,37,0,0
588,2021-08-11,16,21,0,6,8,5,7,0,7,13,0,79,8,41,0,0
589,2021-08-12,52,19,4,10,7,8,9,0,10,28,4,119,4,44,0,0
590,2021-08-13,26,14,5,11,18,2,3,0,6,15,0,108,3,66,0,0
591,2021-08-14,50,14,2,8,16,1,18,0,2,10,1,77,5,56,0,0
592,2021-08-15,44,15,3,6,5,4,13,0,24,9,6,107,0,46,0,0
593,2021-08-16,32,21,9,16,5,0,10,0,19,15,5,104,3,35,0,0
594,2021-08-17,41,9,7,19,9,22,19,0,8,15,2,90,5,47,0,0
595,2021-08-18,37,14,6,7,8,6,9,0,15,18,2,74,5,24,0,0
596,2021-08-19,36,1,5,8,4,8,1,0,8,11,4,65,4,23,0,0
597,2021-08-20,23,9,3,0,11,3,16,0,15,17,0,101,4,31,0,0
598,2021-08-21,14,23,0,18,11,5,7,0,20,27,2,78,0,17,0,1
599,2021-08-22,64,11,9,3,3,1,5,0,8,16,1,94,2,15,0,0
600,2021-08-23,53,9,9,6,11,7,4,3,28,25,3,7,0,9,0,0
601,2021-08-24,41,32,3,3,12,9,16,2,23,17,2,36,5,10,0,0
602,2021-08-25,39,19,5,4,12,5,9,0,18,23,6,105,2,18,0,0
603,2021-08-26,48,15,9,33,20,8,15,0,31,26,0,125,2,61,0,0
604,2021-08-27,37,20,8,6,13,8,15,2,38,41,3,104,5,39,0,0
605,2021-08-28,46,18,2,13,3,6,7,1,17,17,5,91,0,26,0,0
606,2021-08-29,50,5,7,2,4,4,8,2,16,46,2,110,7,22,0,0
607,2021-08-30,47,36,7,5,5,7,12,1,23,42,5,82,11,12,0,0
608,2021-08-31,52,11,9,5,3,7,3,1,12,15,1,139,2,21,0,1
609,2021-09-01,37,22,4,9,3,3,18,2,13,38,7,110,3,9,0,0
610,2021-09-02,40,16,6,13,4,0,9,1,39,33,8,61,3,16,0,0
611,2021-09-03,37,21,11,11,0,4,15,0,38,35,6,148,2,2,0,0
612,2021-09-04,51,20,7,5,13,3,9,2,19,55,2,152,0,24,0,0
613,2021-09-05,38,19,10,7,6,4,8,3,20,33,12,171,1,4,0,0
614,2021-09-06,63,14,8,6,9,6,5,2,20,31,17,66,7,18,0,0
615,2021-09-07,53,43,14,10,3,5,20,2,34,45,5,56,12,9,0,0
616,2021-09-08,65,52,17,9,29,4,6,1,5,54,10,69,9,32,0,0
617,2021-09-09,49,44,11,16,10,4,5,2,47,22,9,73,5,25,0,0
618,2021-09-10,28,85,9,2,3,12,17,1,38,28,4,97,5,12,0,0
619,2021-09-11,10,49,11,9,15,6,28,1,27,53,10,359,6,8,0,0
620,2021-09-12,16,36,13,2,29,7,11,2,16,84,9,45,4,18,0,0
621,2021-09-13,52,54,36,13,29,15,13,0,33,39,5,111,5,8,0,0
622,2021-09-14,38,54,19,4,2,6,24,0,23,16,7,255,3,12,0,0
623,2021-09-15,46,79,16,2,0,10,21,4,37,71,5,116,4,11,0,0
624,2021-09-16,59,82,3,4,0,0,3,3,30,47,14,94,4,3,0,0
625,2021-09-17,76,48,10,0,1,12,7,2,24,22,2,167,5,12,0,0
626,2021-09-18,53,24,12,7,5,5,15,0,25,13,11,147,0,7,0,0
627,2021-09-19,43,25,32,2,4,6,8,0,29,35,23,148,7,14,0,0
628,2021-09-20,52,6,23,3,1,4,15,1,22,19,8,130,4,13,0,0
629,2021-09-21,37,8,20,3,5,7,12,0,7,14,10,187,6,18,0,0
630,2021-09-22,63,14,26,5,5,5,18,2,36,87,1,178,3,44,0,0
631,2021-09-23,0,1,10,7,0,0,6,0,20,8,14,33,0,17,0,0
632,2021-09-24,41,6,14,3,4,9,14,3,20,43,16,65,6,6,0,0
633,2021-09-25,56,15,18,4,0,3,14,0,8,19,9,75,4,3,0,0
634,2021-09-26,32,27,11,4,1,4,5,0,31,22,11,113,5,12,0,0
635,2021-09-27,53,46,5,4,1,5,5,2,21,12,19,56,4,25,0,0
636,2021-09-28,47,20,14,4,0,4,10,1,18,38,15,41,7,21,0,0
637,2021-09-29,30,12,9,0,0,4,8,4,30,22,2,76,7,4,0,0
638,2021-09-30,34,9,1,4,2,1,23,4,21,20,40,18,8,7,0,0
639,2021-10-01,17,6,15,0,0,1,7,3,6,17,25,15,2,7,0,0
640,2021-10-02,11,8,5,1,1,4,10,3,18,13,9,13,9,4,0,0
641,2021-10-03,11,13,9,2,2,3,26,1,14,14,12,8,1,1,1,0
642,2021-10-04,9,3,10,1,1,4,13,1,5,9,11,2,4,3,0,0
643,2021-10-05,19,8,11,2,1,4,14,2,1,11,21,14,5,4,0,0
644,2021-10-06,13,4,12,2,2,1,6,2,7,14,27,10,2,3,0,0
645,2021-10-07,15,3,6,1,0,4,14,2,33,15,19,13,6,1,0,0
646,2021-10-08,13,4,8,1,1,1,4,2,10,12,8,12,0,2,0,0
